OG1_5_4873: Emihu1|449185 Emi219|CAMPEP_0187754512 Emi379|CAMPEP_0187623120 Emi370|CAMPEP_0187672074 Emi374|CAMPEP_0187602470
OG1_5_7630: Emi219|CAMPEP_0187746230 Emi379|CAMPEP_0187652100 Emihu1|443580 Emi370|CAMPEP_0187683314 Emi374|CAMPEP_0187575202
OG1_5_7631: Emi219|CAMPEP_0187746286 Emi379|CAMPEP_0187640014 Emi370|CAMPEP_0187688216 Emihu1|235679 Emi374|CAMPEP_0187606014
OG1_5_7632: Emi219|CAMPEP_0187746338 Emihu1|442083 Emi379|CAMPEP_0187631392 Emi374|CAMPEP_0187580392 Emi370|CAMPEP_0187675956
OG1_5_7636: Emi219|CAMPEP_0187746452 Emi379|CAMPEP_0187656950 Emi370|CAMPEP_0187695634 Emihu1|118746 Emi374|CAMPEP_0187603222
OG1_5_7637: Emi219|CAMPEP_0187746500 Emi379|CAMPEP_0187634842 Emi374|CAMPEP_0187591310 Emi370|CAMPEP_0187698024 Emihu1|210380
OG1_5_7638: Emi219|CAMPEP_0187746510 Emihu1|439293 Emi374|CAMPEP_0187592622 Emi370|CAMPEP_0187665192 Emi379|CAMPEP_0187615896
OG1_5_7639: Emi219|CAMPEP_0187768232 Emihu1|366908 Emi370|CAMPEP_0187688366 Emi379|CAMPEP_0187648996 Emi374|CAMPEP_0187587148
OG1_5_7640: Emi219|CAMPEP_0187768244 Emi379|CAMPEP_0187631734 Emihu1|442519 Emi374|CAMPEP_0187588702 Emi370|CAMPEP_0187711876
OG1_5_7641: Emi219|CAMPEP_0187768604 Emi379|CAMPEP_0187657022 Emi370|CAMPEP_0187701966 Emihu1|105120 Emi374|CAMPEP_0187592152
OG1_5_7642: Emi219|CAMPEP_0187768606 Emi379|CAMPEP_0187614908 Emi374|CAMPEP_0187585998 Emi370|CAMPEP_0187732606 Emihu1|354141
OG1_5_7643: Emi219|CAMPEP_0187768974 Emi374|CAMPEP_0187578858 Emi370|CAMPEP_0187666866 Emihu1|446503 Emi379|CAMPEP_0187654002
OG1_5_7644: Emi219|CAMPEP_0187769372 Emi370|CAMPEP_0187675680 Emihu1|95420 Emi379|CAMPEP_0187619214 Emi374|CAMPEP_0187589066
OG1_5_7646: Emi219|CAMPEP_0187769776 Emihu1|425800 Emi370|CAMPEP_0187691816 Emi374|CAMPEP_0187590206 Emi379|CAMPEP_0187653930
OG1_5_7647: Emi219|CAMPEP_0187770170 Emi370|CAMPEP_0187682064 Emihu1|461699 Emi374|CAMPEP_0187606492 Emi379|CAMPEP_0187634760
OG1_5_7648: Emi219|CAMPEP_0187770130 Emihu1|98563 Emi379|CAMPEP_0187620884 Emi374|CAMPEP_0187583724 Emi370|CAMPEP_0187682372
OG1_5_7652: Emi219|CAMPEP_0187771696 Emi379|CAMPEP_0187628798 Emi374|CAMPEP_0187597604 Emi370|CAMPEP_0187666044 Emihu1|420900
OG1_5_7653: Emi219|CAMPEP_0187772064 Emihu1|62783 Emi379|CAMPEP_0187616412 Emi370|CAMPEP_0187696726 Emi374|CAMPEP_0187610562
OG1_5_7654: Emi219|CAMPEP_0187772444 Emi379|CAMPEP_0187623778 Emi374|CAMPEP_0187590546 Emihu1|429394 Emi370|CAMPEP_0187693470
OG1_5_7655: Emi219|CAMPEP_0187772438 Emi370|CAMPEP_0187659102 Emi374|CAMPEP_0187611126 Emihu1|243969 Emi379|CAMPEP_0187625450
OG1_5_7656: Emi219|CAMPEP_0187772446 Emi374|CAMPEP_0187604504 Emi379|CAMPEP_0187616566 Emi370|CAMPEP_0187669678 Emihu1|202853
OG1_5_7657: Emi219|CAMPEP_0187772448 Emi379|CAMPEP_0187621542 Emihu1|434122 Emi370|CAMPEP_0187679416 Emi374|CAMPEP_0187576552
OG1_5_7658: Emi219|CAMPEP_0187772842 Emi370|CAMPEP_0187661980 Emihu1|112855 Emi374|CAMPEP_0187594686 Emi379|CAMPEP_0187632324
OG1_5_7659: Emi219|CAMPEP_0187772850 Emihu1|454885 Emi370|CAMPEP_0187679380 Emi379|CAMPEP_0187629536 Emi374|CAMPEP_0187603204
OG1_5_7660: Emi219|CAMPEP_0187774414 Emi370|CAMPEP_0187682114 Emi379|CAMPEP_0187630322 Emi374|CAMPEP_0187607608 Emihu1|438322
OG1_5_7661: Emi219|CAMPEP_0187774792 Emi379|CAMPEP_0187654870 Emi374|CAMPEP_0187586110 Emi370|CAMPEP_0187733194 Emihu1|223494
OG1_5_7662: Emi219|CAMPEP_0187775228 Emi379|CAMPEP_0187635476 Emi374|CAMPEP_0187580990 Emi370|CAMPEP_0187675792 Emihu1|436550
OG1_5_7663: Emi219|CAMPEP_0187777634 Emihu1|204651 Emi379|CAMPEP_0187618060 Emi370|CAMPEP_0187704750 Emi374|CAMPEP_0187591898
OG1_5_7664: Emi219|CAMPEP_0187778044 Emi374|CAMPEP_0187587230 Emi370|CAMPEP_0187711514 Emi379|CAMPEP_0187649008 Emihu1|110237
OG1_5_7665: Emi219|CAMPEP_0187778048 Emi374|CAMPEP_0187594622 Emi370|CAMPEP_0187704532 Emi379|CAMPEP_0187628566 Emihu1|204480
OG1_5_7666: Emi219|CAMPEP_0187778052 Emi370|CAMPEP_0187683758 Emi379|CAMPEP_0187633838 Emi374|CAMPEP_0187588760 Emihu1|455093
OG1_5_7667: Emi219|CAMPEP_0187778454 Emi379|CAMPEP_0187614280 Emi370|CAMPEP_0187666360 Emi374|CAMPEP_0187609576 Emihu1|371199
OG1_5_7668: Emi219|CAMPEP_0187778830 Emi374|CAMPEP_0187588280 Emi379|CAMPEP_0187621594 Emi370|CAMPEP_0187672358 Emihu1|259413
OG1_5_7669: Emi219|CAMPEP_0187778846 Emi379|CAMPEP_0187615544 Emi374|CAMPEP_0187590196 Emi370|CAMPEP_0187677874 Emihu1|122003
OG1_5_7670: Emi219|CAMPEP_0187778842 Emihu1|452451 Emi370|CAMPEP_0187734222 Emi379|CAMPEP_0187637920 Emi374|CAMPEP_0187581248
OG1_5_7671: Emi219|CAMPEP_0187779186 Emi374|CAMPEP_0187591914 Emi370|CAMPEP_0187693328 Emi379|CAMPEP_0187624392 Emihu1|219119
OG1_5_7672: Emi219|CAMPEP_0187779188 Emi374|CAMPEP_0187582824 Emi379|CAMPEP_0187657972 Emi370|CAMPEP_0187677334 Emihu1|67370
OG1_5_7673: Emi219|CAMPEP_0187779542 Emihu1|429040 Emi370|CAMPEP_0187691796 Emi374|CAMPEP_0187589216 Emi379|CAMPEP_0187638268
OG1_5_7674: Emi219|CAMPEP_0187779550 Emi379|CAMPEP_0187620184 Emihu1|461379 Emi370|CAMPEP_0187680802 Emi374|CAMPEP_0187591870
OG1_5_7675: Emi219|CAMPEP_0187779922 Emi374|CAMPEP_0187578234 Emi379|CAMPEP_0187637612 Emi370|CAMPEP_0187705646 Emihu1|361018
OG1_5_7676: Emi219|CAMPEP_0187779936 Emi370|CAMPEP_0187691618 Emi379|CAMPEP_0187619252 Emi374|CAMPEP_0187606222 Emihu1|437959
OG1_5_7677: Emi219|CAMPEP_0187779926 Emi370|CAMPEP_0187665914 Emi374|CAMPEP_0187594522 Emi379|CAMPEP_0187624670 Emihu1|463777
OG1_5_7678: Emi219|CAMPEP_0187779930 Emihu1|439707 Emi374|CAMPEP_0187601448 Emi379|CAMPEP_0187615950 Emi370|CAMPEP_0187681816
OG1_5_7679: Emi219|CAMPEP_0187780300 Emihu1|426446 Emi379|CAMPEP_0187649022 Emi370|CAMPEP_0187704664 Emi374|CAMPEP_0187584354
OG1_5_7680: Emi219|CAMPEP_0187780306 Emi374|CAMPEP_0187575696 Emi379|CAMPEP_0187648938 Emi370|CAMPEP_0187663898 Emihu1|358471
OG1_5_7681: Emi219|CAMPEP_0187740868 Emi370|CAMPEP_0187717294 Emi379|CAMPEP_0187638816 Emihu1|453612 Emi374|CAMPEP_0187584086
OG1_5_7683: Emi219|CAMPEP_0187741736 Emihu1|112149 Emi379|CAMPEP_0187655450 Emi370|CAMPEP_0187686652 Emi374|CAMPEP_0187580106
OG1_5_7684: Emi219|CAMPEP_0187741732 Emi370|CAMPEP_0187688556 Emi379|CAMPEP_0187618136 Emihu1|104037 Emi374|CAMPEP_0187588162
OG1_5_7685: Emi219|CAMPEP_0187742002 Emi379|CAMPEP_0187657910 Emi370|CAMPEP_0187734268 Emi374|CAMPEP_0187589826 Emihu1|458471
OG1_5_7686: Emi219|CAMPEP_0187742004 Emi370|CAMPEP_0187678978 Emi379|CAMPEP_0187653610 Emi374|CAMPEP_0187581270 Emihu1|363221
OG1_5_7687: Emi219|CAMPEP_0187742244 Emi379|CAMPEP_0187641434 Emi370|CAMPEP_0187732980 Emi374|CAMPEP_0187582622 Emihu1|469086
OG1_5_7688: Emi219|CAMPEP_0187743106 Emihu1|350324 Emi374|CAMPEP_0187590924 Emi379|CAMPEP_0187648784 Emi370|CAMPEP_0187690672
OG1_5_7689: Emi219|CAMPEP_0187743104 Emihu1|372522 Emi374|CAMPEP_0187584396 Emi370|CAMPEP_0187697776 Emi379|CAMPEP_0187639508
OG1_5_7690: Emi219|CAMPEP_0187743238 Emi370|CAMPEP_0187685258 Emi374|CAMPEP_0187606860 Emi379|CAMPEP_0187614990 Emihu1|61745
OG1_5_7691: Emi219|CAMPEP_0187743236 Emihu1|53219 Emi370|CAMPEP_0187663214 Emi379|CAMPEP_0187629924 Emi374|CAMPEP_0187612068
OG1_5_7692: Emi219|CAMPEP_0187743414 Emihu1|53434 Emi379|CAMPEP_0187642432 Emi374|CAMPEP_0187591710 Emi370|CAMPEP_0187719560
OG1_5_7693: Emi219|CAMPEP_0187743422 Emi374|CAMPEP_0187603632 Emi379|CAMPEP_0187629524 Emi370|CAMPEP_0187694674 Emihu1|454265
OG1_5_7694: Emi219|CAMPEP_0187743424 Emihu1|55825 Emi374|CAMPEP_0187611900 Emi379|CAMPEP_0187627956 Emi370|CAMPEP_0187689016
OG1_5_7695: Emi219|CAMPEP_0187743586 Emi370|CAMPEP_0187678052 Emi374|CAMPEP_0187582738 Emihu1|417644 Emi379|CAMPEP_0187625644
OG1_5_7696: Emi219|CAMPEP_0187743596 Emihu1|194378 Emi370|CAMPEP_0187693556 Emi374|CAMPEP_0187576660 Emi379|CAMPEP_0187648120
OG1_5_7697: Emi219|CAMPEP_0187743594 Emi379|CAMPEP_0187625768 Emihu1|215689 Emi370|CAMPEP_0187704592 Emi374|CAMPEP_0187596756
OG1_5_7698: Emi219|CAMPEP_0187743608 Emihu1|100421 Emi374|CAMPEP_0187581132 Emi370|CAMPEP_0187730992 Emi379|CAMPEP_0187645870
OG1_5_7699: Emi219|CAMPEP_0187743782 Emi379|CAMPEP_0187621462 Emi370|CAMPEP_0187688296 Emi374|CAMPEP_0187574612 Emihu1|448439
OG1_5_7700: Emi219|CAMPEP_0187744202 Emi379|CAMPEP_0187654134 Emi374|CAMPEP_0187598960 Emihu1|455417 Emi370|CAMPEP_0187711356
OG1_5_7701: Emi219|CAMPEP_0187744206 Emi370|CAMPEP_0187705532 Emi379|CAMPEP_0187615674 Emi374|CAMPEP_0187574772 Emihu1|106628
OG1_5_7702: Emi219|CAMPEP_0187744446 Emihu1|471563 Emi370|CAMPEP_0187705486 Emi379|CAMPEP_0187655760 Emi374|CAMPEP_0187587340
OG1_5_7703: Emi219|CAMPEP_0187746356 Emi374|CAMPEP_0187591920 Emi370|CAMPEP_0187692896 Emi379|CAMPEP_0187630276 Emihu1|468865
OG1_5_7704: Emi219|CAMPEP_0187746414 Emi374|CAMPEP_0187589570 Emi370|CAMPEP_0187670872 Emihu1|453061 Emi379|CAMPEP_0187625880
OG1_5_7705: Emi219|CAMPEP_0187746740 Emi374|CAMPEP_0187575894 Emihu1|463594 Emi370|CAMPEP_0187677986 Emi379|CAMPEP_0187620704
OG1_5_7706: Emi219|CAMPEP_0187746784 Emihu1|451761 Emi370|CAMPEP_0187687026 Emi379|CAMPEP_0187625538 Emi374|CAMPEP_0187608818
OG1_5_7708: Emi219|CAMPEP_0187748164 Emi370|CAMPEP_0187723212 Emi379|CAMPEP_0187622988 Emi374|CAMPEP_0187590152 Emihu1|200188
OG1_5_7710: Emi219|CAMPEP_0187744974 Emi379|CAMPEP_0187657056 Emi370|CAMPEP_0187684930 Emihu1|197063 Emi374|CAMPEP_0187598478
OG1_5_7711: Emi219|CAMPEP_0187783944 Emihu1|223221 Emi374|CAMPEP_0187587818 Emi370|CAMPEP_0187690142 Emi379|CAMPEP_0187646454
OG1_5_7712: Emi219|CAMPEP_0187784008 Emi370|CAMPEP_0187679044 Emi379|CAMPEP_0187628178 Emi374|CAMPEP_0187582958 Emihu1|235083
OG1_5_7713: Emi219|CAMPEP_0187784064 Emihu1|438156 Emi374|CAMPEP_0187590896 Emi370|CAMPEP_0187687628 Emi379|CAMPEP_0187626896
OG1_5_7714: Emi219|CAMPEP_0187784072 Emi379|CAMPEP_0187624510 Emi374|CAMPEP_0187610088 Emi370|CAMPEP_0187666880 Emihu1|106701
OG1_5_7715: Emi219|CAMPEP_0187784132 Emihu1|462180 Emi374|CAMPEP_0187592596 Emi379|CAMPEP_0187646380 Emi370|CAMPEP_0187688636
OG1_5_7717: Emi219|CAMPEP_0187784210 Emi370|CAMPEP_0187728646 Emi379|CAMPEP_0187650166 Emihu1|432056 Emi374|CAMPEP_0187602452
OG1_5_7718: Emi219|CAMPEP_0187784218 Emi370|CAMPEP_0187682532 Emi379|CAMPEP_0187622528 Emi374|CAMPEP_0187574596 Emihu1|435229
OG1_5_7719: Emi219|CAMPEP_0187784220 Emi374|CAMPEP_0187581746 Emihu1|438793 Emi370|CAMPEP_0187690644 Emi379|CAMPEP_0187650936
OG1_5_7720: Emi219|CAMPEP_0187768274 Emihu1|436153 Emi370|CAMPEP_0187681688 Emi379|CAMPEP_0187649688 Emi374|CAMPEP_0187600950
OG1_5_7721: Emi219|CAMPEP_0187769002 Emi374|CAMPEP_0187602710 Emi379|CAMPEP_0187656548 Emi370|CAMPEP_0187689910 Emihu1|204137
OG1_5_7722: Emi219|CAMPEP_0187769000 Emi374|CAMPEP_0187580142 Emi370|CAMPEP_0187684884 Emi379|CAMPEP_0187635168 Emihu1|469932
OG1_5_7723: Emi219|CAMPEP_0187770160 Emi370|CAMPEP_0187733260 Emihu1|431998 Emi374|CAMPEP_0187609238 Emi379|CAMPEP_0187657848
OG1_5_7725: Emi219|CAMPEP_0187770194 Emihu1|418314 Emi374|CAMPEP_0187592186 Emi379|CAMPEP_0187638102 Emi370|CAMPEP_0187678264
OG1_5_7726: Emi219|CAMPEP_0187770180 Emi374|CAMPEP_0187575342 Emi379|CAMPEP_0187644670 Emihu1|417203 Emi370|CAMPEP_0187734706
OG1_5_7727: Emi219|CAMPEP_0187770564 Emi379|CAMPEP_0187622548 Emi370|CAMPEP_0187679648 Emi374|CAMPEP_0187590820 Emihu1|441818
OG1_5_7728: Emi219|CAMPEP_0187771354 Emihu1|73141 Emi379|CAMPEP_0187615698 Emi370|CAMPEP_0187730486 Emi374|CAMPEP_0187594034
OG1_5_7729: Emi219|CAMPEP_0187771706 Emihu1|452176 Emi374|CAMPEP_0187611228 Emi370|CAMPEP_0187689020 Emi379|CAMPEP_0187655708
OG1_5_7731: Emi219|CAMPEP_0187771708 Emihu1|240616 Emi370|CAMPEP_0187669782 Emi374|CAMPEP_0187609204 Emi379|CAMPEP_0187631918
OG1_5_7732: Emi219|CAMPEP_0187771722 Emi379|CAMPEP_0187637384 Emihu1|358508 Emi370|CAMPEP_0187673658 Emi374|CAMPEP_0187585120
OG1_5_7733: Emi219|CAMPEP_0187772090 Emi379|CAMPEP_0187637376 Emi374|CAMPEP_0187592168 Emihu1|467240 Emi370|CAMPEP_0187732718
OG1_5_7734: Emi219|CAMPEP_0187772100 Emi379|CAMPEP_0187630732 Emihu1|452181 Emi370|CAMPEP_0187683828 Emi374|CAMPEP_0187578812
OG1_5_7735: Emi219|CAMPEP_0187772494 Emi379|CAMPEP_0187637782 Emi374|CAMPEP_0187601444 Emi370|CAMPEP_0187729468 Emihu1|457349
OG1_5_7737: Emi219|CAMPEP_0187773268 Emi374|CAMPEP_0187578706 Emi379|CAMPEP_0187656924 Emi370|CAMPEP_0187703790 Emihu1|314166
OG1_5_7738: Emi219|CAMPEP_0187773662 Emihu1|465702 Emi370|CAMPEP_0187669952 Emi379|CAMPEP_0187656386 Emi374|CAMPEP_0187583960
OG1_5_7741: Emi219|CAMPEP_0187774448 Emi379|CAMPEP_0187628922 Emihu1|96595 Emi374|CAMPEP_0187598074 Emi370|CAMPEP_0187725742
OG1_5_7742: Emi219|CAMPEP_0187774826 Emihu1|435222 Emi374|CAMPEP_0187580398 Emi379|CAMPEP_0187621798 Emi370|CAMPEP_0187732782
OG1_5_7743: Emi219|CAMPEP_0187774834 Emi374|CAMPEP_0187587114 Emi379|CAMPEP_0187625688 Emi370|CAMPEP_0187683224 Emihu1|467708
OG1_5_7744: Emi219|CAMPEP_0187776450 Emi370|CAMPEP_0187708922 Emi374|CAMPEP_0187591556 Emi379|CAMPEP_0187628678 Emihu1|453757
OG1_5_7745: Emi219|CAMPEP_0187776838 Emi374|CAMPEP_0187607062 Emi370|CAMPEP_0187728502 Emi379|CAMPEP_0187656582 Emihu1|449195
OG1_5_7746: Emi219|CAMPEP_0187778066 Emihu1|203601 Emi370|CAMPEP_0187681354 Emi379|CAMPEP_0187638496 Emi374|CAMPEP_0187584792
OG1_5_7747: Emi219|CAMPEP_0187778078 Emi379|CAMPEP_0187617978 Emi370|CAMPEP_0187670168 Emihu1|214001 Emi374|CAMPEP_0187600892
OG1_5_7748: Emi219|CAMPEP_0187778464 Emi379|CAMPEP_0187627828 Emi370|CAMPEP_0187666916 Emihu1|440242 Emi374|CAMPEP_0187591460
OG1_5_7749: Emi219|CAMPEP_0187778470 Emi374|CAMPEP_0187587966 Emi370|CAMPEP_0187705364 Emi379|CAMPEP_0187617474 Emihu1|222283
OG1_5_7750: Emi219|CAMPEP_0187779202 Emihu1|432834 Emi379|CAMPEP_0187615578 Emi374|CAMPEP_0187588318 Emi370|CAMPEP_0187735176
OG1_5_7751: Emi219|CAMPEP_0187779208 Emihu1|366358 Emi379|CAMPEP_0187626436 Emi370|CAMPEP_0187664786 Emi374|CAMPEP_0187591300
OG1_5_7752: Emi219|CAMPEP_0187779220 Emi374|CAMPEP_0187578458 Emi370|CAMPEP_0187667376 Emi379|CAMPEP_0187629078 Emihu1|216445
OG1_5_7753: Emi219|CAMPEP_0187779218 Emi379|CAMPEP_0187635986 Emi374|CAMPEP_0187578356 Emi370|CAMPEP_0187692698 Emihu1|58065
OG1_5_7754: Emi219|CAMPEP_0187779562 Emi374|CAMPEP_0187595712 Emi370|CAMPEP_0187667768 Emi379|CAMPEP_0187623564 Emihu1|67559
OG1_5_7755: Emi219|CAMPEP_0187779568 Emi370|CAMPEP_0187662358 Emi374|CAMPEP_0187585008 Emi379|CAMPEP_0187617326 Emihu1|456568
OG1_5_7756: Emi219|CAMPEP_0187779576 Emihu1|465024 Emi379|CAMPEP_0187632960 Emi370|CAMPEP_0187687568 Emi374|CAMPEP_0187602872
OG1_5_7757: Emi219|CAMPEP_0187736822 Emi370|CAMPEP_0187672726 Emihu1|95144 Emi379|CAMPEP_0187633288 Emi374|CAMPEP_0187602730
OG1_5_7758: Emi219|CAMPEP_0187780328 Emi370|CAMPEP_0187692810 Emihu1|439272 Emi379|CAMPEP_0187613998 Emi374|CAMPEP_0187581726
OG1_5_7759: Emi219|CAMPEP_0187780646 Emihu1|441650 Emi374|CAMPEP_0187589756 Emi379|CAMPEP_0187655944 Emi370|CAMPEP_0187671474
OG1_5_7760: Emi219|CAMPEP_0187736926 Emi370|CAMPEP_0187711402 Emi374|CAMPEP_0187589812 Emi379|CAMPEP_0187642056 Emihu1|109073
OG1_5_7762: Emi219|CAMPEP_0187741752 Emi370|CAMPEP_0187682136 Emi374|CAMPEP_0187600456 Emi379|CAMPEP_0187654080 Emihu1|461963
OG1_5_7763: Emi219|CAMPEP_0187782122 Emi379|CAMPEP_0187613926 Emi374|CAMPEP_0187606678 Emi370|CAMPEP_0187675764 Emihu1|439780
OG1_5_7764: Emi219|CAMPEP_0187742020 Emi370|CAMPEP_0187678990 Emihu1|441623 Emi379|CAMPEP_0187641992 Emi374|CAMPEP_0187590224
OG1_5_7765: Emi219|CAMPEP_0187742026 Emihu1|233942 Emi370|CAMPEP_0187703232 Emi379|CAMPEP_0187620404 Emi374|CAMPEP_0187603194
OG1_5_7767: Emi219|CAMPEP_0187782298 Emi370|CAMPEP_0187678350 Emi374|CAMPEP_0187592582 Emihu1|221694 Emi379|CAMPEP_0187647292
OG1_5_7768: Emi219|CAMPEP_0187743252 Emi379|CAMPEP_0187654190 Emi374|CAMPEP_0187578106 Emi370|CAMPEP_0187666428 Emihu1|461196
OG1_5_7769: Emi219|CAMPEP_0187743256 Emi379|CAMPEP_0187614746 Emi370|CAMPEP_0187704788 Emihu1|114227 Emi374|CAMPEP_0187582220
OG1_5_7770: Emi219|CAMPEP_0187743444 Emihu1|449708 Emi374|CAMPEP_0187606804 Emi370|CAMPEP_0187678328 Emi379|CAMPEP_0187653950
OG1_5_7772: Emi219|CAMPEP_0187743602 Emihu1|432014 Emi379|CAMPEP_0187642790 Emi374|CAMPEP_0187607096 Emi370|CAMPEP_0187718496
OG1_5_7773: Emi219|CAMPEP_0187782962 Emi374|CAMPEP_0187585826 Emi370|CAMPEP_0187703716 Emi379|CAMPEP_0187632854 Emihu1|363978
OG1_5_7774: Emi219|CAMPEP_0187743620 Emihu1|438393 Emi379|CAMPEP_0187617152 Emi370|CAMPEP_0187703224 Emi374|CAMPEP_0187588454
OG1_5_7775: Emi219|CAMPEP_0187737224 Emihu1|116072 Emi379|CAMPEP_0187632516 Emi374|CAMPEP_0187604468 Emi370|CAMPEP_0187693040
OG1_5_7776: Emi219|CAMPEP_0187744224 Emi379|CAMPEP_0187649238 Emi370|CAMPEP_0187732086 Emihu1|455525 Emi374|CAMPEP_0187581226
OG1_5_7777: Emi219|CAMPEP_0187744458 Emi370|CAMPEP_0187679394 Emi379|CAMPEP_0187658584 Emihu1|421581 Emi374|CAMPEP_0187609830
OG1_5_7778: Emi219|CAMPEP_0187748208 Emi379|CAMPEP_0187642416 Emihu1|218312 Emi374|CAMPEP_0187582310 Emi370|CAMPEP_0187699356
OG1_5_7780: Emi219|CAMPEP_0187748224 Emihu1|442317 Emi379|CAMPEP_0187627736 Emi374|CAMPEP_0187575086 Emi370|CAMPEP_0187729508
OG1_5_7781: Emi219|CAMPEP_0187748228 Emi370|CAMPEP_0187689214 Emihu1|437897 Emi379|CAMPEP_0187621456 Emi374|CAMPEP_0187607102
OG1_5_7782: Emi219|CAMPEP_0187748234 Emi370|CAMPEP_0187683762 Emi379|CAMPEP_0187616130 Emi374|CAMPEP_0187588262 Emihu1|452103
OG1_5_7783: Emi219|CAMPEP_0187747770 Emihu1|443529 Emi370|CAMPEP_0187696454 Emi379|CAMPEP_0187616014 Emi374|CAMPEP_0187579678
OG1_5_7784: Emi219|CAMPEP_0187747772 Emihu1|462466 Emi379|CAMPEP_0187629272 Emi370|CAMPEP_0187682980 Emi374|CAMPEP_0187610438
OG1_5_7785: Emi219|CAMPEP_0187744984 Emi374|CAMPEP_0187591344 Emi379|CAMPEP_0187623018 Emi370|CAMPEP_0187733390 Emihu1|433595
OG1_5_7786: Emi219|CAMPEP_0187745028 Emi374|CAMPEP_0187575580 Emi379|CAMPEP_0187638880 Emi370|CAMPEP_0187718758 Emihu1|465529
OG1_5_7787: Emi219|CAMPEP_0187783966 Emi370|CAMPEP_0187666220 Emi379|CAMPEP_0187646008 Emi374|CAMPEP_0187592514 Emihu1|448193
OG1_5_7788: Emi219|CAMPEP_0187783962 Emi370|CAMPEP_0187704332 Emi379|CAMPEP_0187645846 Emi374|CAMPEP_0187607028 Emihu1|414417
OG1_5_7789: Emi219|CAMPEP_0187745030 Emi370|CAMPEP_0187696644 Emi379|CAMPEP_0187613664 Emi374|CAMPEP_0187587430 Emihu1|435115
OG1_5_7790: Emi219|CAMPEP_0187784024 Emi379|CAMPEP_0187616432 Emihu1|435400 Emi374|CAMPEP_0187590336 Emi370|CAMPEP_0187722674
OG1_5_7791: Emi219|CAMPEP_0187784028 Emihu1|53015 Emi374|CAMPEP_0187585686 Emi370|CAMPEP_0187688514 Emi379|CAMPEP_0187646494
OG1_5_7792: Emi219|CAMPEP_0187745058 Emi370|CAMPEP_0187661066 Emihu1|453365 Emi379|CAMPEP_0187630946 Emi374|CAMPEP_0187595620
OG1_5_7793: Emi219|CAMPEP_0187784168 Emihu1|368295 Emi379|CAMPEP_0187639338 Emi374|CAMPEP_0187610154 Emi370|CAMPEP_0187668810
OG1_5_7794: Emi219|CAMPEP_0187784230 Emihu1|435103 Emi370|CAMPEP_0187659118 Emi379|CAMPEP_0187646280 Emi374|CAMPEP_0187588258
OG1_5_7795: Emi219|CAMPEP_0187737356 Emihu1|426921 Emi379|CAMPEP_0187627742 Emi370|CAMPEP_0187728708 Emi374|CAMPEP_0187575340
OG1_5_7796: Emi219|CAMPEP_0187745088 Emi374|CAMPEP_0187590178 Emi370|CAMPEP_0187681936 Emi379|CAMPEP_0187657830 Emihu1|202973
OG1_5_7797: Emi219|CAMPEP_0187745096 Emihu1|212476 Emi379|CAMPEP_0187647392 Emi370|CAMPEP_0187688668 Emi374|CAMPEP_0187611854
OG1_5_7798: Emi219|CAMPEP_0187784288 Emihu1|310078 Emi374|CAMPEP_0187590434 Emi370|CAMPEP_0187701222 Emi379|CAMPEP_0187645988
OG1_5_7799: Emi219|CAMPEP_0187745292 Emi370|CAMPEP_0187704474 Emi379|CAMPEP_0187636780 Emihu1|239073 Emi374|CAMPEP_0187601960
OG1_5_7800: Emi219|CAMPEP_0187784420 Emihu1|413904 Emi379|CAMPEP_0187642028 Emi374|CAMPEP_0187578414 Emi370|CAMPEP_0187722688
OG1_5_7801: Emi219|CAMPEP_0187768284 Emi370|CAMPEP_0187696906 Emi374|CAMPEP_0187589488 Emi379|CAMPEP_0187621010 Emihu1|462234
OG1_5_7802: Emi219|CAMPEP_0187768286 Emi370|CAMPEP_0187684556 Emi379|CAMPEP_0187634238 Emihu1|467573 Emi374|CAMPEP_0187586754
OG1_5_7803: Emi219|CAMPEP_0187768296 Emi374|CAMPEP_0187577156 Emi370|CAMPEP_0187663266 Emi379|CAMPEP_0187622384 Emihu1|452286
OG1_5_7804: Emi219|CAMPEP_0187768648 Emihu1|417393 Emi374|CAMPEP_0187606602 Emi370|CAMPEP_0187729510 Emi379|CAMPEP_0187628074
OG1_5_7805: Emi219|CAMPEP_0187768644 Emihu1|431823 Emi379|CAMPEP_0187642286 Emi370|CAMPEP_0187688248 Emi374|CAMPEP_0187606964
OG1_5_7806: Emi219|CAMPEP_0187768658 Emi370|CAMPEP_0187685408 Emi374|CAMPEP_0187585434 Emi379|CAMPEP_0187613066 Emihu1|448420
OG1_5_7807: Emi219|CAMPEP_0187769016 Emi374|CAMPEP_0187611546 Emi370|CAMPEP_0187671532 Emihu1|113901 Emi379|CAMPEP_0187651720
OG1_5_7808: Emi219|CAMPEP_0187769030 Emi379|CAMPEP_0187617884 Emi370|CAMPEP_0187708846 Emi374|CAMPEP_0187591594 Emihu1|457323
OG1_5_7810: Emi219|CAMPEP_0187769416 Emi379|CAMPEP_0187645932 Emi370|CAMPEP_0187705662 Emi374|CAMPEP_0187587836 Emihu1|207693
OG1_5_7811: Emi219|CAMPEP_0187769810 Emihu1|470318 Emi370|CAMPEP_0187692774 Emi374|CAMPEP_0187589472 Emi379|CAMPEP_0187648786
