KeggID	Kegg Definition	Module ID	Module Definition	Submodule1	Submodule2	SuperModule
K03283	HSPA1_8; heat shock 70kDa protein 1/8	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12865	PQBP1, NPW38; polyglutamine-binding protein 1	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12866	WBP11, NPWBP; WW domain-binding protein 11	M00353	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12621	LSM2; U6 snRNA-associated Sm-like protein LSm2	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12622	LSM3; U6 snRNA-associated Sm-like protein LSm3	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12623	LSM4; U6 snRNA-associated Sm-like protein LSm4	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12624	LSM5; U6 snRNA-associated Sm-like protein LSm5	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12625	LSM6; U6 snRNA-associated Sm-like protein LSm6	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12626	LSM7; U6 snRNA-associated Sm-like protein LSm7	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12627	LSM8; U6 snRNA-associated Sm-like protein LSm8	M00396	Lsm 2-8 complex [PATH:map03040 map03018] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12620	LSM1; U6 snRNA-associated Sm-like protein LSm1	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K12621	LSM2; U6 snRNA-associated Sm-like protein LSm2	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K12622	LSM3; U6 snRNA-associated Sm-like protein LSm3	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K12623	LSM4; U6 snRNA-associated Sm-like protein LSm4	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K12624	LSM5; U6 snRNA-associated Sm-like protein LSm5	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K12625	LSM6; U6 snRNA-associated Sm-like protein LSm6	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K12626	LSM7; U6 snRNA-associated Sm-like protein LSm7	M00397	Lsm 1-7 complex [PATH:map03018]	Spliceosome	Genetic information processing	Structural complex
K11086	SNRPB, SMB; small nuclear ribonucleoprotein B and B'	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K11087	SNRPD1, SMD1; small nuclear ribonucleoprotein D1	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K11097	SNRPE, SME; small nuclear ribonucleoprotein	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K11098	SNRPF, SMF; small nuclear ribonucleoprotein F	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K11099	SNRPG, SMG; small nuclear ribonucleoprotein G	M00398	Sm core complex [PATH:map03040] [BR:ko03032 ko03041]	Spliceosome	Genetic information processing	Structural complex
K12882	NCBP1, CBP80; nuclear cap-binding protein subunit 1	M00399	Cap binding complex [PATH:map03013 map03015 map03040 map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K12883	NCBP2, CBP20; nuclear cap-binding protein subunit 2	M00399	Cap binding complex [PATH:map03013 map03015 map03040 map03040] [BR:ko03041]	Spliceosome	Genetic information processing	Structural complex
K11128	GAR1, NOLA1; H/ACA ribonucleoprotein complex subunit 1	M00425	H/ACA ribonucleoprotein complex [PATH:map03008] [BR:ko03032 ko03009]	RNA processing	Genetic information processing	Structural complex
K11129	NHP2, NOLA2; H/ACA ribonucleoprotein complex subunit 2	M00425	H/ACA ribonucleoprotein complex [PATH:map03008] [BR:ko03032 ko03009]	RNA processing	Genetic information processing	Structural complex
K11130	NOP10, NOLA3; H/ACA ribonucleoprotein complex subunit 3	M00425	H/ACA ribonucleoprotein complex [PATH:map03008] [BR:ko03032 ko03009]	RNA processing	Genetic information processing	Structural complex
K11131	DKC1, NOLA4, CBF5; H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]	M00425	H/ACA ribonucleoprotein complex [PATH:map03008] [BR:ko03032 ko03009]	RNA processing	Genetic information processing	Structural complex
K13129	SMN; survival motor neuron protein	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13130	SIP1, GEMIN2; survival of motor neuron protein-interacting protein 1	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13131	DDX20, GEMIN3; ATP-dependent RNA helicase DDX20 [EC:3.6.4.13]	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13132	GEMIN4; gem associated protein 4	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13133	GEMIN5; gem associated protein 5	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13134	GEMIN6, SIP2; gem associated protein 6	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13135	GEMIN7, SIP3; gem associated protein 7	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13136	GEMIN8; gem associated protein 8	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13137	STRAP, UNRIP; serine-threonine kinase receptor-associated protein	M00426	Survival motor neuron (SMN) complex [PATH:map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K09291	TPR; nucleoprotein TPR	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14295	NUP50, NPAP60; nuclear pore complex protein Nup50	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14296	NUP153; nuclear pore complex protein Nup153	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K03345	SENP2, AXAM2; sentrin-specific protease 2 (axin associating molecule) [EC:3.4.22.68]	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14297	NUP98, ADAR2; nuclear pore complex protein Nup98-Nup96	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14298	RAE1; mRNA export factor	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14004	SEC13; protein transport protein SEC13	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14299	SEH1; nucleoporin SEH1	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14300	NUP133; nuclear pore complex protein Nup133	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14301	NUP107; nuclear pore complex protein Nup107	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14302	NUP37; nuclear pore complex protein Nup37	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14303	NUP160; nuclear pore complex protein Nup160	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14304	NUP85; nuclear pore complex protein Nup85	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14305	NUP43; nuclear pore complex protein Nup43	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14306	NUP62; nuclear pore complex protein Nup62	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14307	NUPL1; nucleoporin p58/p45	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14308	NUP54; nuclear pore complex protein Nup54	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14309	NUP93; nuclear pore complex protein Nup93	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14310	NUP205; nuclear pore complex protein Nup205	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14311	NUP188; nuclear pore complex protein Nup188	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14312	NUP155; nuclear pore complex protein Nup155	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14313	NUP35, NUP53; nuclear pore complex protein Nup53	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14314	NUP210, GP210; nuclear pore complex protein Nup210	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14315	NDC1, TMEM48; nucleoporin NDC1	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14316	POM121, NUP121; nuclear pore complex protein Nup121	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14317	NUP214, CAN; nuclear pore complex protein Nup214	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14318	NUP88; nuclear pore complex protein Nup88	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K12172	RANBP2, NUP358; E3 SUMO-protein ligase RanBP2	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14319	RANGAP1; Ran GTPase-activating protein 1	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K10577	UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I [EC:6.3.2.19]	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K12160	SUMO, SMT3; small ubiquitin-related modifier	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14320	AAAS; aladin	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K14321	NUPL2, CG1; nucleoporin-like protein 2	M00427	Nuclear pore complex [PATH:map03013]	RNA processing	Genetic information processing	Structural complex
K03259	EIF4E; translation initiation factor 4	M00428	eIF4F complex [PATH:map03013] [BR:ko03012]	RNA processing	Genetic information processing	Structural complex
K03260	EIF4G; translation initiation factor 4G	M00428	eIF4F complex [PATH:map03013] [BR:ko03012]	RNA processing	Genetic information processing	Structural complex
K03257	EIF4A; translation initiation factor 4A	M00428	eIF4F complex [PATH:map03013] [BR:ko03012]	RNA processing	Genetic information processing	Structural complex
K12876	RBM8A, Y14; RNA-binding protein 8A	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12877	MAGOH; protein mago nashi	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14323	CASC3, MLN51; protein CASC3	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13025	EIF4A3, FAL1; ATP-dependent RNA helicase [EC:3.6.4.13]	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14324	SAP18; histone deacetylase complex subunit SAP18	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13114	PNN; pinin	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12875	ACIN1, ACINUS; apoptotic chromatin condensation inducer in the nucleus	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14325	RNPS1; RNA-binding protein with serine-rich domain 1	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12881	THOC4, ALY; THO complex subunit 4	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12812	UAP56, BAT1, SUB2; ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13171	SRRM1, SRM160; serine/arginine repetitive matrix protein 1	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14285	NXT1_2, P15; NTF2-related export protein 1/2	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14326	UPF1, RENT1; regulator of nonsense transcripts 1 [EC:3.6.4.-]	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14327	UPF2, RENT2; regulator of nonsense transcripts 2	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K14328	UPF3, RENT3; regulator of nonsense transcripts 3	M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12878	THOC1; THO complex subunit 1	M00405	THC complex [PATH:map03040 map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12879	THOC2; THO complex subunit 2	M00405	THC complex [PATH:map03040 map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13174	THOC5; THO complex subunit 5	M00405	THC complex [PATH:map03040 map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13175	THOC6; THO complex subunit 6	M00405	THC complex [PATH:map03040 map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13176	THOC7; THO complex subunit 7	M00405	THC complex [PATH:map03040 map03013] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12878	THOC1; THO complex subunit 1	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12879	THOC2; THO complex subunit 2	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13174	THOC5; THO complex subunit 5	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13175	THOC6; THO complex subunit 6	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K13176	THOC7; THO complex subunit 7	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12880	THOC3; THO complex subunit 3	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12881	THOC4, ALY; THO complex subunit 4	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K12812	UAP56, BAT1, SUB2; ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]	M00406	TREX complex [PATH:map03013 map03040] [BR:ko03041]	RNA processing	Genetic information processing	Structural complex
K07573	CSL4, EXOSC1; exosome complex component CSL4	M00390	Exosome, archaea [PATH:map03018]	RNA processing	Genetic information processing	Structural complex
