KeggID	K1_Kegg Definition	K1_Pathway	K1_Subgroup	K1_Group
K04732	IRAK3; interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14 [EC:2.7.11.25]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04734	NFKBIA; NF-kappa-B inhibitor alpha	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04735	RELA; transcription factor p65	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K02582	NGFB; nerve growth factor, beta	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K03176	NTRK1, TRKA; neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04736	IL3; interleukin 3	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04737	IL3RA; interleukin 3 receptor alpha	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04738	CSF2RB, IL3RB; cytokine receptor common subunit beta	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04739	PRKAR; cAMP-dependent protein kinase regulator	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04345	PKA; protein kinase A [EC:2.7.11.11]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K02158	BAD; BCL2-antagonist of cell death	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K02159	BAX; apoptosis regulator BAX	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04348	PPP3C, CNA; serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K06268	PPP3R, CNB; serine/threonine-protein phosphatase 2B regulatory subunit	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K01367	CAPN1; calpain-1 [EC:3.4.22.52]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K03853	CAPN2; calpain-2 [EC:3.4.22.53]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04741	CASP12; caspase 12 [EC:3.4.22.-]	04210 Apoptosis [PATH:ko04210]	Cell growth and death	Cellular Processes
K04728	ATM, TEL1; ataxia telangiectasia mutated family protein [EC:2.7.11.1]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06641	CHK2; serine/threonine-protein kinase Chk2 [EC:2.7.11.1]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06640	ATR; serine/threonine-protein kinase ATR [EC:2.7.11.1]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02216	CHK1; serine/threonine-protein kinase Chk1 [EC:2.7.11.1]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06621	CDKN2A, P16, INK4A; cyclin-dependent kinase inhibitor 2A	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06643	MDM2; E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10127	MDM4, MDMX; protein Mdm4	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04451	TP53, P53; tumor protein p53	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06625	CDKN1A, P21, CIP1; cyclin-dependent kinase inhibitor 1A	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04503	CCND1; cyclin D1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10151	CCND2; cyclin D2	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10152	CCND3; cyclin D3	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02089	CDK4; cyclin-dependent kinase 4 [EC:2.7.11.22]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02091	CDK6; cyclin-dependent kinase 6 [EC:2.7.11.22]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06626	CCNE; cyclin E	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02206	CDK2; cyclin-dependent kinase 2 [EC:2.7.11.22]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06644	SFN; stratifin	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10128	RPRM; reprimo, TP53-dependent G2 arrest mediator candidate	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K05868	CCNB; cyclin B	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02087	CDK1, CDC2; cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04402	GADD45; growth arrest and DNA-damage-inducible protein	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10129	GTSE1, B99; G-2 and S-phase expressed protein 1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04390	TNFRSF6, FAS; tumor necrosis factor receptor superfamily member 6	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10130	LRDD, PIDD; leucine-rich repeats and death domain-containing protein	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04398	CASP8; caspase 8 [EC:3.4.22.61]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04726	BID; BH3 interacting domain death agonist	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02159	BAX; apoptosis regulator BAX	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10131	PMAIP1; phorbol-12-myristate-13-acetate-induced protein 1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10132	BBC3, PUMA; BCL2-binding component 3	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K13773	TP53AIP1; p53-regulated apoptosis-inducing protein 1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10133	TP53I3; tumor protein p53-inducible protein 3 [EC:1.-.-.-]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10134	EI24; etoposide-induced 2.4 mRNA	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10135	SCOTIN; scotin	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10136	PERP; TP53 apoptosis effector	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10137	ZMAT3; zinc finger, matrin type 3	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04506	SIAH1; E3 ubiquitin-protein ligase SIAH1 [EC:6.3.2.19]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K08738	CYC; cytochrome c	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02084	APAF1; apoptotic protease-activating factor	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04399	CASP9; caspase 9 [EC:3.4.22.62]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K02187	CASP3; caspase 3 [EC:3.4.22.56]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10138	IGFBP3; insulin-like growth factor-binding protein 3	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K05459	IGF1; insulin-like growth factor 1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K03982	SERPINE1, PAI1; plasminogen activator inhibitor-1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K04596	BAI1; brain-specific angiogenesis inhibitor 1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06509	KAI1, CD82, TSPAN27; CD82 antigen	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K16857	THBS1; thrombospondin 1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10139	SERPINB5; serpin B5	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10140	DDB2; DNA damage-binding protein 2	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10141	SESN; sestrin	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K01110	PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K07207	TSC2; tuberous sclerosis 2	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10142	STEAP3, TSAP6; metalloreductase STEAP3 [EC:1.16.1.-]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10143	RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:6.3.2.19]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10144	RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:6.3.2.19]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10145	CCNG1; cyclin G1	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10146	CCNG2; cyclin G2	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10147	PPM1D, WIP1; protein phosphatase 1D [EC:3.1.3.16]	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K10148	TP73; tumor protein p73	04115 p53 signaling pathway [PATH:ko04115]	Cell growth and death	Cellular Processes
K06236	COL1AS; collagen, type I/II/III/V/XI/XXIV/XXVII, alpha	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06237	COL4A; collagen, type IV, alpha	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06238	COL6A; collagen, type VI, alpha	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05637	LAMA1_2; laminin, alpha 1/2	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06240	LAMA3_5; laminin, alpha 3/5	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06241	LAMA4; laminin, alpha 4	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05636	LAMB1; laminin, beta 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06243	LAMB2; laminin, beta 2	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06244	LAMB3; laminin, beta 3	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06245	LAMB4; laminin, beta 4	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05635	LAMC1; laminin, gamma 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06246	LAMC2; laminin, gamma 2	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06247	LAMC3; laminin, gamma 3	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06248	CHAD; chondroadherin	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06249	RELN; reelin [EC:3.4.21.-]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K16857	THBS1; thrombospondin 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K04659	THBS2S; thrombospondin 2/3/4/5	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05717	FN1; fibronectin 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06250	SPP1, BNSP, OPN; secreted phosphoprotein 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06251	VTN; vitronectin	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06252	TN; tenascin	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K03900	VWF; von Willebrand factor	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06253	IBSP; integrin binding sialoprotein	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06480	ITGA1; integrin alpha 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06481	ITGA2; integrin alpha 2	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06476	ITGA2B; integrin alpha 2B	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06482	ITGA3; integrin alpha 3	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06483	ITGA4; integrin alpha 4	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06484	ITGA5; integrin alpha 5	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06485	ITGA6; integrin alpha 6	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06583	ITGA7; integrin alpha 7	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06584	ITGA8; integrin alpha 8	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06585	ITGA9; integrin alpha 9	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06586	ITGA10; integrin alpha 10	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06587	ITGA11; integrin alpha 11	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06487	ITGAV; integrin alpha V	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05719	ITGB1; integrin beta 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06493	ITGB3; integrin beta 3	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06525	ITGB4; integrin beta 4	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06588	ITGB5; integrin beta 5	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06589	ITGB6; integrin beta 6	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06590	ITGB7; integrin beta 7	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K06591	ITGB8; integrin beta 8	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K04359	PDGFA; platelet-derived growth factor subunit A	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K17386	PDGFB; platelet-derived growth factor subunit B	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05450	PDGFC_D; platelet derived growth factor C/	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K04357	EGF; epidermal growth factor	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05459	IGF1; insulin-like growth factor 1	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05448	VEGFA; vascular endothelial growth factor A	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K16858	VEGFB; vascular endothelial growth factor B	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K16859	PGF; placenta growth factor	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05449	VEGFC_D; vascular endothelial growth factor C/	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05460	HGF; hepatocyte growth factor	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K04363	PDGFRA; platelet-derived growth factor receptor alpha [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05089	PDGFRB; platelet-derived growth factor receptor beta [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05087	IGF1R; insulin-like growth factor 1 receptor [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05098	KDR, VEGFR2; kinase insert domain protein receptor [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K04361	EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05096	FLT1, VEGFR1; FMS-like tyrosine kinase 1 [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05097	FLT4, VEGFR3; FMS-like tyrosine kinase 4 [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05099	MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
K05083	ERBB2, HER2; receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]	04510 Focal adhesion [PATH:ko04510]	Cell communication	Cellular Processes
